antecedents_name,consequents_name,support,confidence,lift
Hyper Curl Mascara,Skin Veil Foundation,0.032904148783977114,0.2527472527472528,1.635836385836386
Skin Veil Foundation,Hyper Curl Mascara,0.032904148783977114,0.21296296296296297,1.6358363858363858
Sharp Line Eyeliner,Flawless Foundation,0.02861230329041488,0.2564102564102564,1.5861130020422054
Flawless Foundation,Sharp Line Eyeliner,0.02861230329041488,0.17699115044247787,1.5861130020422054
Hydra Grip Primer,Ultra Black Liner,0.027181688125894134,0.2159090909090909,1.5558809746954076
Ultra Black Liner,Hydra Grip Primer,0.027181688125894134,0.1958762886597938,1.5558809746954076
Hydra Grip Primer,Berry Lip Balm,0.024320457796852647,0.19318181818181818,1.4214114832535887
Berry Lip Balm,Hydra Grip Primer,0.024320457796852647,0.17894736842105263,1.4214114832535885
Satin Lipstick,Pore Blur Primer,0.02145922746781116,0.17441860465116277,1.3698719623726154
Honey Lip Balm,Hydra Skin Cushion,0.02145922746781116,0.17441860465116277,1.3698719623726154
Pore Blur Primer,Satin Lipstick,0.02145922746781116,0.16853932584269662,1.3698719623726154
Hydra Skin Cushion,Honey Lip Balm,0.02145922746781116,0.16853932584269662,1.3698719623726154
Glow Fit Cushion,Brow Mascara,0.024320457796852647,0.18681318681318682,1.3324736488001796
Brow Mascara,Glow Fit Cushion,0.024320457796852647,0.17346938775510204,1.3324736488001794
Hydra Skin Cushion,Berry Lip Balm,0.022889842632331903,0.1797752808988764,1.322767593140154
Berry Lip Balm,Hydra Skin Cushion,0.022889842632331903,0.16842105263157897,1.322767593140154
Sharp Line Eyeliner,Berry Lip Balm,0.020028612303290415,0.1794871794871795,1.3206477732793522
Berry Lip Balm,Sharp Line Eyeliner,0.020028612303290415,0.1473684210526316,1.3206477732793522
Hyper Curl Mascara,Lip Mousse,0.024320457796852647,0.18681318681318682,1.319014319014319
Lip Mousse,Hyper Curl Mascara,0.024320457796852647,0.1717171717171717,1.3190143190143189
Pore Blur Primer,Ultra Black Liner,0.022889842632331903,0.1797752808988764,1.2954940345187071
Ultra Black Liner,Pore Blur Primer,0.022889842632331903,0.16494845360824742,1.2954940345187071
Satin Lipstick,Velvet Air Cushion,0.020028612303290415,0.1627906976744186,1.2785471648811078
Velvet Air Cushion,Satin Lipstick,0.020028612303290415,0.15730337078651685,1.2785471648811078
Hydra Grip Primer,Peach Bloom Blush,0.020028612303290415,0.1590909090909091,1.2494892747701736
Peach Bloom Blush,Hydra Grip Primer,0.020028612303290415,0.15730337078651685,1.2494892747701736
Silk Two Way Cake,Brow Pomade,0.02145922746781116,0.16483516483516483,1.2257423427636194
Brow Pomade,Silk Two Way Cake,0.02145922746781116,0.15957446808510636,1.2257423427636192
Honey Lip Balm,Flawless Foundation,0.024320457796852647,0.19767441860465115,1.2227824655278863
Flawless Foundation,Honey Lip Balm,0.024320457796852647,0.15044247787610618,1.2227824655278863
Hydra Skin Cushion,Ultra Black Liner,0.02145922746781116,0.16853932584269662,1.214525657361288
Ultra Black Liner,Hydra Skin Cushion,0.02145922746781116,0.15463917525773194,1.2145256573612877
Silk Two Way Cake,Soft Blur Powder Cake,0.02145922746781116,0.16483516483516483,1.2128397917871603
Soft Blur Powder Cake,Silk Two Way Cake,0.02145922746781116,0.15789473684210528,1.2128397917871603
Velvet Air Cushion,Hyper Curl Mascara,0.020028612303290415,0.15730337078651685,1.2082973206568712
Hyper Curl Mascara,Velvet Air Cushion,0.020028612303290415,0.15384615384615385,1.2082973206568712
Berry Lip Balm,Glow Matte Lip Cream,0.02575107296137339,0.18947368421052632,1.2040191387559809
Glow Matte Lip Cream,Berry Lip Balm,0.02575107296137339,0.16363636363636364,1.2040191387559809
Slim Precision Brow,Lip Mousse,0.022889842632331903,0.1702127659574468,1.2018052869116698
Lip Mousse,Slim Precision Brow,0.022889842632331903,0.1616161616161616,1.2018052869116698
Satin Lipstick,Berry Lip Balm,0.020028612303290415,0.1627906976744186,1.197796817625459
Berry Lip Balm,Satin Lipstick,0.020028612303290415,0.1473684210526316,1.197796817625459
Velvet Air Cushion,Lip Mousse,0.02145922746781116,0.16853932584269662,1.1899897854954034
Lip Mousse,Velvet Air Cushion,0.02145922746781116,0.15151515151515152,1.1899897854954034
Hyper Curl Mascara,Ultra Black Liner,0.02145922746781116,0.16483516483516483,1.18783278577093
Ultra Black Liner,Hyper Curl Mascara,0.02145922746781116,0.15463917525773194,1.1878327857709299
Flawless Foundation,Slim Precision Brow,0.02575107296137339,0.1592920353982301,1.184522688759179
Slim Precision Brow,Flawless Foundation,0.02575107296137339,0.19148936170212766,1.1845226887591789
Satin Lipstick,Glow Matte Lip Cream,0.022889842632331903,0.18604651162790697,1.1822410147991542
Glow Matte Lip Cream,Satin Lipstick,0.022889842632331903,0.14545454545454545,1.1822410147991542
Velvet Air Cushion,Flawless Foundation,0.024320457796852647,0.19101123595505617,1.1815650790494183
Flawless Foundation,Velvet Air Cushion,0.024320457796852647,0.15044247787610618,1.181565079049418
Brow Pomade,Skin Veil Foundation,0.024320457796852647,0.18085106382978722,1.1705082742316784
Skin Veil Foundation,Brow Pomade,0.024320457796852647,0.15740740740740738,1.1705082742316784
Pore Blur Primer,Brow Pomade,0.020028612303290415,0.15730337078651685,1.1697346402103752
Peach Bloom Blush,Brow Pomade,0.020028612303290415,0.15730337078651685,1.1697346402103752
Brow Pomade,Pore Blur Primer,0.020028612303290415,0.14893617021276595,1.1697346402103752
Brow Pomade,Peach Bloom Blush,0.020028612303290415,0.14893617021276595,1.1697346402103752
Rosy Cheek Blush,Silk Two Way Cake,0.01859799713876967,0.1511627906976744,1.1611295681063123
Satin Lipstick,Hyper Curl Mascara,0.01859799713876967,0.1511627906976744,1.1611295681063123
Silk Two Way Cake,Rosy Cheek Blush,0.01859799713876967,0.14285714285714285,1.161129568106312
Hyper Curl Mascara,Satin Lipstick,0.01859799713876967,0.14285714285714285,1.161129568106312
Soft Blur Powder Cake,Skin Veil Foundation,0.024320457796852647,0.17894736842105263,1.158187134502924
Skin Veil Foundation,Soft Blur Powder Cake,0.024320457796852647,0.15740740740740738,1.158187134502924
Velvet Tint,Skin Veil Foundation,0.02145922746781116,0.17857142857142858,1.1557539682539681
Skin Veil Foundation,Velvet Tint,0.02145922746781116,0.13888888888888887,1.1557539682539681
Honey Lip Balm,Skin Veil Foundation,0.02145922746781116,0.17441860465116277,1.1288759689922478
Skin Veil Foundation,Honey Lip Balm,0.02145922746781116,0.13888888888888887,1.1288759689922478
Soft Blur Powder Cake,Brow Mascara,0.02145922746781116,0.15789473684210528,1.1262083780880776
Brow Mascara,Soft Blur Powder Cake,0.02145922746781116,0.15306122448979592,1.1262083780880774
Lip Mousse,Flawless Foundation,0.02575107296137339,0.18181818181818182,1.1246983105390185
Flawless Foundation,Lip Mousse,0.02575107296137339,0.1592920353982301,1.1246983105390185
Rosy Cheek Blush,Slim Precision Brow,0.01859799713876967,0.1511627906976744,1.1240722414646214
Slim Precision Brow,Rosy Cheek Blush,0.01859799713876967,0.13829787234042554,1.1240722414646214
Peach Bloom Blush,Brow Mascara,0.020028612303290415,0.15730337078651685,1.1219903691813804
Brow Mascara,Peach Bloom Blush,0.020028612303290415,0.14285714285714288,1.1219903691813804
Velvet Tint,Ultra Black Liner,0.01859799713876967,0.15476190476190477,1.1152430044182622
Ultra Black Liner,Velvet Tint,0.01859799713876967,0.13402061855670103,1.1152430044182622
Lash Booster Mascara,Soft Blur Powder Cake,0.01859799713876967,0.1511627906976744,1.1122399020807834
Honey Lip Balm,Berry Lip Balm,0.01859799713876967,0.1511627906976744,1.1122399020807834
Soft Blur Powder Cake,Lash Booster Mascara,0.01859799713876967,0.1368421052631579,1.1122399020807834
Berry Lip Balm,Honey Lip Balm,0.01859799713876967,0.1368421052631579,1.1122399020807834
Peach Bloom Blush,Flawless Foundation,0.022889842632331903,0.1797752808988764,1.1120612508700407
Flawless Foundation,Peach Bloom Blush,0.022889842632331903,0.1415929203539823,1.1120612508700407
Glow Matte Lip Cream,Rosy Cheek Blush,0.02145922746781116,0.13636363636363635,1.1083509513742071
Rosy Cheek Blush,Glow Matte Lip Cream,0.02145922746781116,0.17441860465116277,1.108350951374207
Sharp Line Eyeliner,Velvet Air Cushion,0.015736766809728183,0.14102564102564102,1.1076058772687984
Velvet Air Cushion,Sharp Line Eyeliner,0.015736766809728183,0.12359550561797752,1.1076058772687984
Silk Two Way Cake,Brow Mascara,0.020028612303290415,0.15384615384615385,1.0973312401883832
Brow Mascara,Silk Two Way Cake,0.020028612303290415,0.14285714285714288,1.0973312401883832
Velvet Tint,Silk Two Way Cake,0.017167381974248927,0.14285714285714285,1.097331240188383
Velvet Tint,Glow Fit Cushion,0.017167381974248927,0.14285714285714285,1.097331240188383
Velvet Tint,Hyper Curl Mascara,0.017167381974248927,0.14285714285714285,1.097331240188383
Silk Two Way Cake,Velvet Tint,0.017167381974248927,0.13186813186813187,1.097331240188383
Glow Fit Cushion,Velvet Tint,0.017167381974248927,0.13186813186813187,1.097331240188383
Hyper Curl Mascara,Velvet Tint,0.017167381974248927,0.13186813186813187,1.097331240188383
Lash Booster Mascara,Pore Blur Primer,0.017167381974248927,0.13953488372093023,1.0958975698980924
Pore Blur Primer,Lash Booster Mascara,0.017167381974248927,0.1348314606741573,1.0958975698980924
Brow Pomade,Soft Blur Powder Cake,0.020028612303290415,0.14893617021276595,1.0958566629339306
Soft Blur Powder Cake,Brow Pomade,0.020028612303290415,0.1473684210526316,1.0958566629339306
Hyper Curl Mascara,Flawless Foundation,0.022889842632331903,0.1758241758241758,1.0876203442575123
Flawless Foundation,Hyper Curl Mascara,0.022889842632331903,0.1415929203539823,1.0876203442575123
Velvet Air Cushion,Brow Pomade,0.01859799713876967,0.14606741573033707,1.0861821659096342
Brow Pomade,Velvet Air Cushion,0.01859799713876967,0.13829787234042554,1.0861821659096342
Velvet Air Cushion,Soft Blur Powder Cake,0.01859799713876967,0.14606741573033707,1.074748669426375
Soft Blur Powder Cake,Velvet Air Cushion,0.01859799713876967,0.1368421052631579,1.0747486694263748
Honey Lip Balm,Glow Fit Cushion,0.017167381974248927,0.13953488372093023,1.0718119090212113
Glow Fit Cushion,Honey Lip Balm,0.017167381974248927,0.13186813186813187,1.0718119090212113
Pore Blur Primer,Hydra Grip Primer,0.017167381974248927,0.1348314606741573,1.0709908069458631
Hydra Skin Cushion,Hydra Grip Primer,0.017167381974248927,0.1348314606741573,1.0709908069458631
Hydra Grip Primer,Pore Blur Primer,0.017167381974248927,0.13636363636363635,1.070990806945863
Hydra Grip Primer,Hydra Skin Cushion,0.017167381974248927,0.13636363636363635,1.070990806945863
Velvet Tint,Satin Lipstick,0.015736766809728183,0.13095238095238096,1.0643687707641196
Satin Lipstick,Velvet Tint,0.015736766809728183,0.12790697674418605,1.0643687707641196
Hyper Curl Mascara,Slim Precision Brow,0.01859799713876967,0.14285714285714285,1.0623100303951367
Slim Precision Brow,Hyper Curl Mascara,0.01859799713876967,0.13829787234042554,1.0623100303951367
Hydra Skin Cushion,Pore Blur Primer,0.017167381974248927,0.1348314606741573,1.0589572023734375
Pore Blur Primer,Hydra Skin Cushion,0.017167381974248927,0.1348314606741573,1.0589572023734375
Satin Lipstick,Skin Veil Foundation,0.020028612303290415,0.1627906976744186,1.0536175710594313
Skin Veil Foundation,Satin Lipstick,0.020028612303290415,0.12962962962962962,1.0536175710594313
Glow Fit Cushion,Berry Lip Balm,0.01859799713876967,0.14285714285714285,1.0511278195488722
Glow Fit Cushion,Soft Blur Powder Cake,0.01859799713876967,0.14285714285714285,1.0511278195488722
Velvet Tint,Berry Lip Balm,0.017167381974248927,0.14285714285714285,1.0511278195488722
Berry Lip Balm,Glow Fit Cushion,0.01859799713876967,0.1368421052631579,1.0511278195488722
Soft Blur Powder Cake,Glow Fit Cushion,0.01859799713876967,0.1368421052631579,1.0511278195488722
Berry Lip Balm,Velvet Tint,0.017167381974248927,0.12631578947368421,1.0511278195488722
Pore Blur Primer,Brow Mascara,0.01859799713876967,0.14606741573033707,1.041848199954139
Brow Mascara,Pore Blur Primer,0.01859799713876967,0.1326530612244898,1.041848199954139
Velvet Tint,Hydra Grip Primer,0.015736766809728183,0.13095238095238096,1.0401785714285714
Hydra Grip Primer,Velvet Tint,0.015736766809728183,0.125,1.0401785714285714
Satin Lipstick,Lash Booster Mascara,0.015736766809728183,0.12790697674418605,1.0396160086533262
Lash Booster Mascara,Satin Lipstick,0.015736766809728183,0.12790697674418605,1.0396160086533262
Rosy Cheek Blush,Honey Lip Balm,0.015736766809728183,0.12790697674418605,1.0396160086533262
Honey Lip Balm,Rosy Cheek Blush,0.015736766809728183,0.12790697674418605,1.0396160086533262
Honey Lip Balm,Brow Pomade,0.017167381974248927,0.13953488372093023,1.0376051459673428
Brow Pomade,Honey Lip Balm,0.017167381974248927,0.1276595744680851,1.0376051459673428
Slim Precision Brow,Skin Veil Foundation,0.02145922746781116,0.15957446808510636,1.032801418439716
Skin Veil Foundation,Slim Precision Brow,0.02145922746781116,0.13888888888888887,1.032801418439716
Silk Two Way Cake,Ultra Black Liner,0.01859799713876967,0.14285714285714285,1.0294550810014726
Ultra Black Liner,Silk Two Way Cake,0.01859799713876967,0.13402061855670103,1.0294550810014726
Honey Lip Balm,Soft Blur Powder Cake,0.017167381974248927,0.13953488372093023,1.0266829865361078
Soft Blur Powder Cake,Honey Lip Balm,0.017167381974248927,0.12631578947368421,1.0266829865361078
Pore Blur Primer,Skin Veil Foundation,0.020028612303290415,0.15730337078651685,1.0181023720349562
Skin Veil Foundation,Pore Blur Primer,0.020028612303290415,0.12962962962962962,1.0181023720349562
Slim Precision Brow,Berry Lip Balm,0.01859799713876967,0.13829787234042554,1.0175811870100786
Berry Lip Balm,Slim Precision Brow,0.01859799713876967,0.1368421052631579,1.0175811870100784
Satin Lipstick,Flawless Foundation,0.020028612303290415,0.1627906976744186,1.006997324552377
Flawless Foundation,Satin Lipstick,0.020028612303290415,0.12389380530973451,1.006997324552377
Lash Booster Mascara,Velvet Air Cushion,0.015736766809728183,0.12790697674418605,1.0045727724065847
Lash Booster Mascara,Peach Bloom Blush,0.015736766809728183,0.12790697674418605,1.0045727724065847
Velvet Air Cushion,Lash Booster Mascara,0.015736766809728183,0.12359550561797752,1.0045727724065847
Peach Bloom Blush,Lash Booster Mascara,0.015736766809728183,0.12359550561797752,1.0045727724065847
Hydra Grip Primer,Soft Blur Powder Cake,0.017167381974248927,0.13636363636363635,1.0033492822966508
Soft Blur Powder Cake,Hydra Grip Primer,0.017167381974248927,0.12631578947368421,1.0033492822966508
Velvet Air Cushion,Slim Precision Brow,0.017167381974248927,0.1348314606741573,1.002629691608893
Slim Precision Brow,Velvet Air Cushion,0.017167381974248927,0.1276595744680851,1.002629691608893
Pore Blur Primer,Glow Matte Lip Cream,0.020028612303290415,0.15730337078651685,0.9995914198161389
Velvet Air Cushion,Glow Matte Lip Cream,0.020028612303290415,0.15730337078651685,0.9995914198161389
Glow Matte Lip Cream,Pore Blur Primer,0.020028612303290415,0.12727272727272726,0.9995914198161387
Glow Matte Lip Cream,Velvet Air Cushion,0.020028612303290415,0.12727272727272726,0.9995914198161387
Pore Blur Primer,Berry Lip Balm,0.017167381974248927,0.1348314606741573,0.9920756948551154
Berry Lip Balm,Pore Blur Primer,0.017167381974248927,0.12631578947368421,0.9920756948551153
Berry Lip Balm,Ultra Black Liner,0.01859799713876967,0.1368421052631579,0.9861096039066739
Ultra Black Liner,Berry Lip Balm,0.01859799713876967,0.13402061855670103,0.9861096039066739
Satin Lipstick,Lip Mousse,0.017167381974248927,0.13953488372093023,0.9852008456659619
Lip Mousse,Satin Lipstick,0.017167381974248927,0.12121212121212122,0.9852008456659619
Flawless Foundation,Hydra Grip Primer,0.020028612303290415,0.12389380530973451,0.9841110217216412
Hydra Grip Primer,Flawless Foundation,0.020028612303290415,0.1590909090909091,0.9841110217216411
Hydra Grip Primer,Velvet Air Cushion,0.015736766809728183,0.125,0.9817415730337078
Velvet Air Cushion,Hydra Grip Primer,0.015736766809728183,0.12359550561797752,0.9817415730337078
Sharp Line Eyeliner,Glow Matte Lip Cream,0.017167381974248927,0.15384615384615383,0.9776223776223775
Glow Matte Lip Cream,Sharp Line Eyeliner,0.017167381974248927,0.10909090909090909,0.9776223776223775
Velvet Tint,Slim Precision Brow,0.015736766809728183,0.13095238095238096,0.9737841945288754
Slim Precision Brow,Velvet Tint,0.015736766809728183,0.11702127659574467,0.9737841945288753
Peach Bloom Blush,Ultra Black Liner,0.017167381974248927,0.1348314606741573,0.9716205258890304
Ultra Black Liner,Peach Bloom Blush,0.017167381974248927,0.12371134020618556,0.9716205258890304
Lip Mousse,Glow Matte Lip Cream,0.02145922746781116,0.15151515151515152,0.9628099173553719
Glow Matte Lip Cream,Lip Mousse,0.02145922746781116,0.13636363636363635,0.9628099173553718
Hydra Grip Primer,Silk Two Way Cake,0.015736766809728183,0.125,0.9601648351648352
Silk Two Way Cake,Hydra Grip Primer,0.015736766809728183,0.12087912087912088,0.9601648351648352
Pore Blur Primer,Lip Mousse,0.017167381974248927,0.1348314606741573,0.9519918283963227
Peach Bloom Blush,Lip Mousse,0.017167381974248927,0.1348314606741573,0.9519918283963227
Lip Mousse,Pore Blur Primer,0.017167381974248927,0.12121212121212122,0.9519918283963227
Lip Mousse,Peach Bloom Blush,0.017167381974248927,0.12121212121212122,0.9519918283963227
Silk Two Way Cake,Flawless Foundation,0.020028612303290415,0.15384615384615385,0.9516678012253234
Flawless Foundation,Silk Two Way Cake,0.020028612303290415,0.12389380530973451,0.9516678012253234
Glow Fit Cushion,Ultra Black Liner,0.017167381974248927,0.13186813186813187,0.950266228616744
Ultra Black Liner,Glow Fit Cushion,0.017167381974248927,0.12371134020618556,0.950266228616744
Hydra Skin Cushion,Silk Two Way Cake,0.015736766809728183,0.12359550561797752,0.9493764662303987
Silk Two Way Cake,Hydra Skin Cushion,0.015736766809728183,0.12087912087912088,0.9493764662303987
Slim Precision Brow,Glow Matte Lip Cream,0.020028612303290415,0.14893617021276595,0.94642166344294
Glow Matte Lip Cream,Slim Precision Brow,0.020028612303290415,0.12727272727272726,0.9464216634429399
Hydra Grip Primer,Slim Precision Brow,0.015736766809728183,0.125,0.9295212765957447
Slim Precision Brow,Hydra Grip Primer,0.015736766809728183,0.11702127659574467,0.9295212765957446
Slim Precision Brow,Ultra Black Liner,0.017167381974248927,0.1276595744680851,0.9199385830225926
Ultra Black Liner,Slim Precision Brow,0.017167381974248927,0.12371134020618556,0.9199385830225926
Skin Veil Foundation,Flawless Foundation,0.022889842632331903,0.14814814814814814,0.9164208456243853
Flawless Foundation,Skin Veil Foundation,0.022889842632331903,0.1415929203539823,0.9164208456243853
Sharp Line Eyeliner,Skin Veil Foundation,0.015736766809728183,0.14102564102564102,0.9127492877492877
Skin Veil Foundation,Sharp Line Eyeliner,0.015736766809728183,0.10185185185185185,0.9127492877492877
Honey Lip Balm,Brow Mascara,0.015736766809728183,0.12790697674418605,0.9123160892263883
Brow Mascara,Honey Lip Balm,0.015736766809728183,0.11224489795918367,0.9123160892263882
Hydra Skin Cushion,Soft Blur Powder Cake,0.015736766809728183,0.12359550561797752,0.9094027202838557
Velvet Air Cushion,Berry Lip Balm,0.015736766809728183,0.12359550561797752,0.9094027202838557
Soft Blur Powder Cake,Hydra Skin Cushion,0.015736766809728183,0.11578947368421054,0.9094027202838557
Berry Lip Balm,Velvet Air Cushion,0.015736766809728183,0.11578947368421054,0.9094027202838557
Velvet Tint,Glow Matte Lip Cream,0.017167381974248927,0.14285714285714285,0.9077922077922077
Glow Matte Lip Cream,Velvet Tint,0.017167381974248927,0.10909090909090909,0.9077922077922077
Pore Blur Primer,Flawless Foundation,0.01859799713876967,0.14606741573033707,0.9035497663319081
Flawless Foundation,Pore Blur Primer,0.01859799713876967,0.11504424778761062,0.9035497663319081
Rosy Cheek Blush,Skin Veil Foundation,0.017167381974248927,0.13953488372093023,0.9031007751937984
Lash Booster Mascara,Skin Veil Foundation,0.017167381974248927,0.13953488372093023,0.9031007751937984
Skin Veil Foundation,Rosy Cheek Blush,0.017167381974248927,0.1111111111111111,0.9031007751937984
Skin Veil Foundation,Lash Booster Mascara,0.017167381974248927,0.1111111111111111,0.9031007751937984
Glow Fit Cushion,Brow Pomade,0.015736766809728183,0.12087912087912088,0.8988777180266542
Brow Pomade,Glow Fit Cushion,0.015736766809728183,0.11702127659574467,0.8988777180266541
Ultra Black Liner,Flawless Foundation,0.020028612303290415,0.14432989690721648,0.892801751664994
Flawless Foundation,Ultra Black Liner,0.020028612303290415,0.12389380530973451,0.892801751664994
Hydra Grip Primer,Brow Mascara,0.015736766809728183,0.125,0.8915816326530612
Brow Mascara,Hydra Grip Primer,0.015736766809728183,0.11224489795918367,0.8915816326530612
Lash Booster Mascara,Glow Matte Lip Cream,0.017167381974248927,0.13953488372093023,0.8866807610993657
Glow Matte Lip Cream,Lash Booster Mascara,0.017167381974248927,0.10909090909090909,0.8866807610993657
Flawless Foundation,Velvet Tint,0.017167381974248927,0.10619469026548672,0.8836915297092288
Velvet Tint,Flawless Foundation,0.017167381974248927,0.14285714285714285,0.8836915297092287
Hydra Grip Primer,Lip Mousse,0.015736766809728183,0.125,0.8825757575757576
Lip Mousse,Hydra Grip Primer,0.015736766809728183,0.1111111111111111,0.8825757575757576
Velvet Air Cushion,Skin Veil Foundation,0.017167381974248927,0.1348314606741573,0.8726591760299625
Hydra Skin Cushion,Skin Veil Foundation,0.017167381974248927,0.1348314606741573,0.8726591760299625
Skin Veil Foundation,Velvet Air Cushion,0.017167381974248927,0.1111111111111111,0.8726591760299625
Skin Veil Foundation,Hydra Skin Cushion,0.017167381974248927,0.1111111111111111,0.8726591760299625
Soft Blur Powder Cake,Slim Precision Brow,0.015736766809728183,0.11578947368421054,0.8610302351623741
Berry Lip Balm,Brow Pomade,0.015736766809728183,0.11578947368421054,0.8610302351623741
Slim Precision Brow,Soft Blur Powder Cake,0.015736766809728183,0.11702127659574467,0.861030235162374
Brow Pomade,Berry Lip Balm,0.015736766809728183,0.11702127659574467,0.861030235162374
Glow Fit Cushion,Skin Veil Foundation,0.017167381974248927,0.13186813186813187,0.8534798534798534
Skin Veil Foundation,Glow Fit Cushion,0.017167381974248927,0.1111111111111111,0.8534798534798534
Skin Veil Foundation,Lip Mousse,0.01859799713876967,0.12037037037037036,0.8498877665544332
Lip Mousse,Skin Veil Foundation,0.01859799713876967,0.1313131313131313,0.8498877665544331
Slim Precision Brow,Brow Mascara,0.015736766809728183,0.11702127659574467,0.834672166739036
Brow Mascara,Slim Precision Brow,0.015736766809728183,0.11224489795918367,0.834672166739036
Soft Blur Powder Cake,Ultra Black Liner,0.015736766809728183,0.11578947368421054,0.834400434074878
Ultra Black Liner,Soft Blur Powder Cake,0.015736766809728183,0.11340206185567009,0.8344004340748779
Brow Pomade,Lip Mousse,0.015736766809728183,0.11702127659574467,0.826241134751773
Lip Mousse,Brow Pomade,0.015736766809728183,0.1111111111111111,0.826241134751773
Berry Lip Balm,Brow Mascara,0.015736766809728183,0.11578947368421054,0.8258861439312568
Brow Mascara,Berry Lip Balm,0.015736766809728183,0.11224489795918367,0.8258861439312568
Skin Veil Foundation,Glow Matte Lip Cream,0.020028612303290415,0.12962962962962962,0.8237373737373737
Glow Matte Lip Cream,Skin Veil Foundation,0.020028612303290415,0.12727272727272726,0.8237373737373735
Brow Pomade,Glow Matte Lip Cream,0.017167381974248927,0.1276595744680851,0.8112185686653771
Glow Matte Lip Cream,Brow Pomade,0.017167381974248927,0.10909090909090909,0.8112185686653771
Ultra Black Liner,Brow Mascara,0.015736766809728183,0.11340206185567009,0.8088575636440143
Brow Mascara,Ultra Black Liner,0.015736766809728183,0.11224489795918367,0.8088575636440143
Ultra Black Liner,Lip Mousse,0.015736766809728183,0.11340206185567009,0.8006872852233676
Lip Mousse,Ultra Black Liner,0.015736766809728183,0.1111111111111111,0.8006872852233676
Brow Mascara,Lip Mousse,0.015736766809728183,0.11224489795918367,0.7925170068027211
Lip Mousse,Brow Mascara,0.015736766809728183,0.1111111111111111,0.7925170068027211
Rosy Cheek Blush,Flawless Foundation,0.015736766809728183,0.12790697674418605,0.7912121835768676
Peach Bloom Blush,Glow Matte Lip Cream,0.015736766809728183,0.12359550561797752,0.7853932584269663
Silk Two Way Cake,Skin Veil Foundation,0.015736766809728183,0.12087912087912088,0.7823565323565322
Skin Veil Foundation,Silk Two Way Cake,0.015736766809728183,0.10185185185185185,0.7823565323565322
Brow Mascara,Glow Matte Lip Cream,0.017167381974248927,0.12244897959183675,0.7781076066790353
Glow Matte Lip Cream,Brow Mascara,0.017167381974248927,0.10909090909090909,0.7781076066790352
Silk Two Way Cake,Glow Matte Lip Cream,0.015736766809728183,0.12087912087912088,0.7681318681318681
Hyper Curl Mascara,Glow Matte Lip Cream,0.015736766809728183,0.12087912087912088,0.7681318681318681
Glow Matte Lip Cream,Flawless Foundation,0.01859799713876967,0.11818181818181818,0.731053901850362
Flawless Foundation,Glow Matte Lip Cream,0.01859799713876967,0.11504424778761062,0.731053901850362
Skin Veil Foundation,Brow Mascara,0.015736766809728183,0.10185185185185185,0.7264739229024944
Brow Mascara,Skin Veil Foundation,0.015736766809728183,0.11224489795918367,0.7264739229024942
Berry Lip Balm,Flawless Foundation,0.015736766809728183,0.11578947368421054,0.7162552398695855
